20,-1,37.74,878.76,75.48,128.82,0.32,2,1,1
21,-1,36.78,886.24,73.10,92.07,0.41,2,1,1
22,-1,40.29,842.06,80.15,102.40,0.56,2,1,1
23,-1,41.69,828.71,83.37,112.44,0.53,2,1,1
24,-1,41.07,836.62,82.15,118.71,0.40,2,1,1
25,-1,38.79,850.40,77.59,120.74,0.28,2,1,1
26,-1,41.42,863.91,82.48,124.54,0.39,2,1,1
27,-1,38.81,870.46,77.62,121.93,0.46,2,1,1
28,-1,38.55,877.92,77.10,113.99,0.45,2,1,1
29,-1,37.54,883.38,75.07,104.66,0.30,2,1,1
30,-1,32.00,888.45,63.99,88.20,0.38,2,1,1
31,-1,27.36,892.60,54.53,90.53,0.42,2,1,1
33,-1,23.07,890.87,45.87,98.14,0.26,2,1,1
61,-1,952.37,381.81,149.46,105.82,0.37,3,1,1
97,-1,29.87,875.47,59.73,103.02,0.42,2,1,1
98,-1,32.06,877.68,64.12,111.34,0.48,2,1,1
99,-1,34.73,874.47,69.46,125.03,0.26,3,1,1
100,-1,36.99,888.32,73.70,103.66,0.28,2,1,1
101,-1,39.22,884.81,78.43,116.90,0.52,2,1,1
102,-1,41.45,893.25,82.90,119.54,0.27,2,1,1
104,-1,48.87,898.17,97.73,127.48,0.43,2,1,1
105,-1,52.59,898.25,105.18,139.11,0.42,2,1,1
106,-1,60.24,910.00,120.47,121.72,0.53,2,1,1
107,-1,65.10,917.10,130.09,109.76,0.37,2,1,1
124,-1,184.05,239.79,175.19,104.59,0.34,2,1,1
127,-1,230.03,236.85,179.46,108.81,0.41,2,1,1
129,-1,243.02,238.78,176.69,109.85,0.40,2,1,1
130,-1,248.99,243.41,179.26,115.91,0.50,2,1,1
131,-1,255.92,246.36,179.44,116.66,0.73,2,1,1
132,-1,265.28,248.63,177.32,118.61,0.72,2,1,1
133,-1,270.36,255.57,192.44,113.72,0.60,2,1,1
134,-1,284.06,257.55,180.72,119.35,0.76,2,1,1
135,-1,288.39,262.27,184.32,115.10,0.76,2,1,1
136,-1,308.22,265.48,184.26,111.57,0.72,2,1,1
137,-1,328.63,266.89,178.68,113.55,0.78,2,1,1
138,-1,346.84,268.62,187.17,114.64,0.75,2,1,1
139,-1,375.55,268.47,188.35,119.10,0.60,2,1,1
140,-1,405.66,268.14,186.72,113.57,0.79,2,1,1
