1,1,1082.95,828.63,471.24,241.49,0.92,2,1,1
1,2,1257.55,654.61,139.54,255.51,0.85,2,1,1
1,3,267.54,111.33,157.33,206.67,0.84,3,1,1
1,4,459.12,182.84,134.08,83.83,0.78,3,1,1
2,1,1082.48,828.58,470.48,241.65,0.92,2,1,1
2,2,1257.23,654.66,139.04,255.78,0.85,2,1,1
2,3,267.74,111.43,157.03,206.66,0.84,3,1,1
2,4,458.47,182.27,132.20,83.50,0.77,3,1,1
3,1,1082.45,828.75,470.10,241.96,0.92,2,1,1
3,2,1257.14,654.93,138.71,256.25,0.85,2,1,1
3,3,267.75,111.44,157.01,206.66,0.84,3,1,1
3,4,458.47,182.28,132.21,83.50,0.77,3,1,1
4,1,1082.63,828.83,469.72,241.73,0.92,2,1,1
4,2,1256.77,656.05,138.17,257.55,0.85,2,1,1
4,3,267.33,111.40,157.12,206.21,0.84,3,1,1
4,4,458.55,182.72,132.21,84.14,0.77,3,1,1
5,1,1082.73,828.42,470.43,241.32,0.92,2,1,1
5,2,1256.62,655.87,138.48,256.36,0.85,2,1,1
5,3,267.55,111.32,156.69,205.53,0.84,3,1,1
5,4,458.60,182.82,132.12,84.22,0.77,3,1,1
6,1,1082.73,828.42,470.43,241.32,0.92,2,1,1
6,2,1256.62,655.87,138.48,256.36,0.85,2,1,1
6,3,267.55,111.32,156.69,205.53,0.84,3,1,1
6,4,458.60,182.82,132.12,84.22,0.77,3,1,1
7,1,1082.19,828.91,469.64,241.35,0.92,2,1,1
7,2,1256.91,656.15,137.70,256.10,0.85,2,1,1
7,3,267.27,111.09,157.39,205.11,0.84,3,1,1
7,4,458.51,182.37,132.18,83.59,0.77,3,1,1
8,1,1081.81,829.05,469.21,240.87,0.93,2,1,1
8,2,1257.04,655.86,137.88,256.17,0.85,2,1,1
8,3,267.19,111.27,157.27,205.45,0.83,3,1,1
8,4,458.18,182.32,131.44,83.14,0.78,3,1,1
9,1,1081.85,829.05,469.36,240.79,0.93,2,1,1
9,2,1256.89,655.82,137.67,256.16,0.85,2,1,1
9,3,267.20,111.27,157.28,205.46,0.83,3,1,1
9,4,458.19,182.31,131.42,83.13,0.78,3,1,1
10,1,1082.12,828.97,469.02,240.61,0.93,2,1,1
10,2,1257.36,655.85,137.56,255.97,0.85,2,1,1
10,3,266.15,110.97,158.42,205.00,0.83,3,1,1
10,4,458.57,182.06,130.83,83.27,0.78,3,1,1
11,1,1082.68,828.12,469.49,240.15,0.92,2,1,1
11,2,1257.55,655.95,136.50,256.08,0.85,2,1,1
