9,1,1230.58,756.46,104.12,71.85,0.27,3,1,1
11,1,1229.30,752.42,107.05,67.74,0.32,3,1,1
12,1,1229.26,752.43,106.98,67.76,0.32,3,1,1
14,1,1220.55,749.71,102.46,65.82,0.49,3,1,1
17,1,1213.66,747.19,103.34,70.57,0.73,3,1,1
18,1,1213.66,747.19,103.35,70.57,0.73,3,1,1
19,1,1209.46,746.09,106.43,71.22,0.33,3,1,1
20,1,1206.29,747.32,105.64,68.54,0.41,3,1,1
21,1,1206.29,747.32,105.65,68.53,0.41,3,1,1
22,1,1203.97,747.25,108.51,72.15,0.62,3,1,1
23,1,1201.51,749.80,107.78,69.77,0.66,3,1,1
24,1,1201.51,749.79,107.78,69.77,0.66,3,1,1
25,1,1195.08,751.66,111.59,73.84,0.26,3,1,1
26,1,1195.09,751.64,111.59,73.88,0.27,3,1,1
27,1,1188.48,755.93,105.04,69.79,0.64,3,1,1
28,1,1183.54,754.26,107.13,71.95,0.69,3,1,1
29,1,1183.53,754.26,107.12,71.94,0.69,3,1,1
30,1,1183.53,754.26,107.12,71.94,0.69,3,1,1
31,1,1176.88,759.41,104.30,75.97,0.68,3,1,1
32,1,1174.33,762.17,104.11,76.98,0.72,3,1,1
33,1,1174.42,762.26,103.79,76.77,0.74,3,1,1
34,1,1170.45,766.71,106.21,72.99,0.69,3,1,1
35,1,1166.11,770.23,99.09,72.38,0.50,3,1,1
36,1,1166.11,770.24,99.09,72.36,0.50,3,1,1
37,1,1166.11,770.25,99.13,72.39,0.50,3,1,1
38,1,1158.66,777.16,107.07,74.43,0.61,3,1,1
39,1,1155.99,779.20,106.58,73.58,0.27,3,1,1
43,1,1147.78,785.65,108.71,73.77,0.44,3,1,1
44,1,1146.02,790.75,106.66,75.81,0.40,3,1,1
45,1,1138.10,796.29,109.57,72.36,0.56,3,1,1
46,1,1134.37,801.25,110.27,70.07,0.30,3,1,1
47,1,1134.37,801.25,110.28,70.08,0.30,3,1,1
48,1,1134.37,801.25,110.28,70.07,0.30,3,1,1
49,1,1129.68,804.33,110.97,70.24,0.77,3,1,1
50,1,1127.93,808.51,112.60,71.79,0.61,3,1,1
51,1,1127.93,808.50,112.59,71.78,0.61,3,1,1
52,1,1124.09,811.21,109.70,74.25,0.71,3,1,1
53,1,1122.81,814.07,110.45,75.09,0.73,3,1,1
54,1,1122.82,814.08,110.46,75.10,0.73,3,1,1
55,1,1114.77,818.80,113.16,74.67,0.68,3,1,1
56,1,1110.96,823.48,111.57,75.31,0.31,3,1,1
57,1,1110.51,827.09,116.21,75.98,0.36,3,1,1
58,1,1110.53,827.10,116.27,75.99,0.37,3,1,1
59,1,1104.07,832.28,113.49,74.07,0.57,3,1,1
60,1,1104.06,832.28,113.47,74.07,0.57,3,1,1
61,1,1100.52,835.58,110.78,76.00,0.78,3,1,1
62,1,1097.80,838.22,110.19,74.59,0.76,3,1,1
63,1,1093.61,842.94,109.52,72.34,0.78,3,1,1
64,1,1089.76,845.26,108.33,73.02,0.72,3,1,1
65,1,1087.10,847.31,109.19,72.12,0.77,3,1,1
66,1,1087.11,847.31,109.19,72.12,0.77,3,1,1
67,1,1086.04,850.09,109.27,71.38,0.77,3,1,1
68,1,1082.97,852.09,109.40,73.52,0.76,3,1,1
69,1,1082.94,852.17,109.44,73.30,0.76,3,1,1
70,1,1076.70,859.23,107.64,75.91,0.68,3,1,1
71,1,1075.82,862.21,108.96,76.91,0.76,3,1,1
72,1,1075.79,862.22,108.92,76.94,0.76,3,1,1
73,1,1075.79,862.22,108.98,76.93,0.75,3,1,1
74,1,1069.50,865.69,108.40,79.16,0.80,3,1,1
75,1,1067.05,871.10,110.55,72.49,0.78,3,1,1
76,1,1067.07,871.12,110.57,72.46,0.78,3,1,1
77,1,1061.58,873.60,110.31,75.80,0.77,3,1,1
78,1,1061.58,873.59,110.31,75.80,0.77,3,1,1
79,1,1060.53,875.05,116.12,75.54,0.78,3,1,1
80,1,1056.28,876.80,112.29,77.47,0.77,3,1,1
81,1,1056.29,876.79,112.31,77.49,0.77,3,1,1
82,1,1052.84,881.46,108.46,73.76,0.64,3,1,1
83,1,1047.21,883.25,109.52,78.47,0.77,3,1,1
84,1,1047.20,883.24,109.51,78.45,0.77,3,1,1
85,1,1040.94,886.19,107.68,77.22,0.67,3,1,1
86,1,1036.88,887.58,100.02,78.88,0.74,3,1,1
87,1,1034.41,891.15,103.77,79.65,0.77,3,1,1
88,1,1032.65,894.19,105.39,77.01,0.73,3,1,1
89,1,1030.87,897.60,108.12,74.56,0.76,3,1,1
90,1,1030.87,897.60,108.12,74.55,0.76,3,1,1
91,1,1030.88,897.59,108.16,74.53,0.77,3,1,1
92,1,1024.39,898.96,111.38,75.89,0.78,3,1,1
93,1,1021.00,902.63,113.18,75.27,0.74,3,1,1
94,1,1018.28,904.85,116.71,79.78,0.72,3,1,1
95,1,1013.78,908.39,114.24,78.14,0.77,3,1,1
96,1,1013.78,908.39,114.24,78.14,0.77,3,1,1
97,1,1010.49,910.53,112.21,79.69,0.78,3,1,1
98,1,1010.50,910.54,112.23,79.69,0.78,3,1,1
99,1,1001.79,918.90,109.10,74.45,0.40,3,1,1
100,1,1001.79,918.90,109.08,74.45,0.40,3,1,1
101,1,991.84,920.13,112.26,78.26,0.77,3,1,1
102,1,991.84,920.13,112.28,78.25,0.77,3,1,1
103,1,989.94,921.55,108.96,82.92,0.78,3,1,1
104,1,987.19,924.89,109.24,78.52,0.72,3,1,1
105,1,987.28,924.89,109.40,78.51,0.72,3,1,1
106,1,981.62,930.40,109.97,76.84,0.70,3,1,1
107,1,978.65,933.18,107.87,74.16,0.76,3,1,1
108,1,978.65,933.18,107.87,74.16,0.76,3,1,1
109,1,972.93,933.08,109.13,82.90,0.79,3,1,1
110,1,970.09,936.10,110.80,80.08,0.71,3,1,1
111,1,970.09,936.11,110.80,80.08,0.71,3,1,1
112,1,965.14,938.99,106.58,77.08,0.66,3,1,1
113,1,958.77,943.20,111.37,76.76,0.75,3,1,1
114,1,958.76,943.20,111.38,76.73,0.75,3,1,1
115,1,955.42,945.98,109.03,74.20,0.78,3,1,1
116,1,955.42,945.97,109.03,74.21,0.78,3,1,1
117,1,950.53,947.67,110.96,84.11,0.78,3,1,1
118,1,946.63,950.27,111.20,82.89,0.79,3,1,1
119,1,943.11,950.75,109.30,81.94,0.81,3,1,1
120,1,943.11,950.75,109.30,81.93,0.81,3,1,1
121,1,943.16,950.80,109.45,81.89,0.81,3,1,1
122,1,941.84,955.19,111.26,81.66,0.80,3,1,1
123,1,940.57,956.80,109.51,81.07,0.80,3,1,1
124,1,940.41,956.92,110.00,86.08,0.80,3,1,1
125,1,940.40,956.95,109.99,86.03,0.80,3,1,1
126,1,940.40,956.95,109.99,86.04,0.80,3,1,1
127,1,939.80,961.67,110.62,79.71,0.76,3,1,1
128,1,939.30,963.12,113.79,82.50,0.79,3,1,1
129,1,938.14,965.53,111.62,79.07,0.56,3,1,1
130,1,938.15,965.53,111.63,79.07,0.55,3,1,1
131,1,935.65,968.41,111.39,85.29,0.59,3,1,1
132,1,935.65,968.41,111.38,85.29,0.59,3,1,1
133,1,935.67,968.38,111.41,85.23,0.59,3,1,1
134,1,935.61,971.92,111.69,82.19,0.54,3,1,1
135,1,935.61,971.94,111.71,82.13,0.54,3,1,1
136,1,933.68,975.58,110.59,81.07,0.37,3,1,1
137,1,933.50,978.38,110.35,79.70,0.78,3,1,1
138,1,933.50,978.38,110.35,79.70,0.78,3,1,1
139,1,932.83,978.94,110.72,78.40,0.73,3,1,1
140,1,932.83,978.94,110.71,78.39,0.73,3,1,1
141,1,933.87,980.77,110.91,79.48,0.74,3,1,1
142,1,932.07,983.52,108.64,78.70,0.47,3,1,1
143,1,932.06,983.45,108.64,78.94,0.47,3,1,1
144,1,932.06,983.45,108.64,78.94,0.47,3,1,1
145,1,930.36,985.53,109.18,75.41,0.58,3,1,1
146,1,929.67,988.12,108.84,76.87,0.60,3,1,1
147,1,931.49,988.79,111.44,76.10,0.53,3,1,1
148,1,931.48,988.79,111.43,76.09,0.53,3,1,1
149,1,932.86,990.75,110.98,76.49,0.40,3,1,1
150,1,932.86,990.76,110.98,76.50,0.40,3,1,1
151,1,935.75,993.74,111.43,77.75,0.73,3,1,1
152,1,935.76,993.74,111.47,77.75,0.73,3,1,1
153,1,936.67,995.04,109.33,80.13,0.62,3,1,1
154,1,935.74,997.62,106.93,81.08,0.69,3,1,1
155,1,935.73,997.62,106.90,81.08,0.69,3,1,1
156,1,935.73,997.62,106.90,81.09,0.69,3,1,1
157,1,938.67,1001.86,110.36,83.44,0.76,3,1,1
158,1,936.03,1002.86,106.80,76.40,0.81,3,1,1
159,1,935.15,1003.16,103.72,80.22,0.78,3,1,1
160,1,935.42,1002.45,106.58,80.75,0.79,3,1,1
161,1,935.39,1002.46,106.55,80.77,0.79,3,1,1
162,1,935.39,1002.46,106.55,80.77,0.79,3,1,1
163,1,935.43,1005.54,108.75,80.46,0.75,3,1,1
164,1,935.36,1004.47,109.72,81.29,0.76,3,1,1
165,1,935.40,1004.47,109.79,81.28,0.76,3,1,1
166,1,934.14,1004.85,110.74,76.78,0.58,3,1,1
